1110100 - Hammer-Head - 1 - 500 - 250 - hpp,66; 
7416301 - ThunderHead - 1 - 0 - 1070 - hpp,200; crit,75; 
7416302 - ThunderHead - 1 - 0 - 1070 - hpp,200; evade,75; 
7416303 - ThunderHead - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7416304 - ThunderHead - 1 - 0 - 400 - hpp,200; crit,75; 
7416305 - ThunderHead - 1 - 0 - 400 - hpp,200; evade,75; 
7416306 - ThunderHead - 1 - 0 - 400 - hpp,200; spectrans,100; 
7416307 - ThunderHead - 1 - 0 - 90 - hpp,200; crit,75; 
7416308 - ThunderHead - 1 - 0 - 90 - hpp,200; evade,75; 
7416309 - ThunderHead - 1 - 0 - 90 - hpp,200; spectrans,100; 
9416301 - ThunderHea(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9416302 - ThunderHea(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9416303 - ThunderHea(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7417300 - GoldThunderHead - 1 - 0 - 0 - hpp,200; 
7417301 - GoldThunderHead - 1 - 0 - 930 - hpp,200; crit,75; 
7417302 - GoldThunderHead - 1 - 0 - 930 - hpp,200; evade,75; 
7417303 - GoldThunderHead - 1 - 0 - 930 - hpp,200; spectrans,100; 
7417304 - GoldThunderHead - 1 - 0 - 430 - hpp,200; crit,75; 
7417305 - GoldThunderHead - 1 - 0 - 430 - hpp,200; evade,75; 
7417306 - GoldThunderHead - 1 - 0 - 430 - hpp,200; spectrans,100; 
7417307 - GoldThunderHead - 1 - 0 - 80 - hpp,200; crit,75; 
7417308 - GoldThunderHead - 1 - 0 - 80 - hpp,200; evade,75; 
7417309 - GoldThunderHead - 1 - 0 - 80 - hpp,200; spectrans,100; 
9417301 - GoldThunderHead(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9417302 - GoldThunderHead(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9417303 - GoldThunderHead(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7417000 - GoldLion - 1 - 0 - 0 - hpp,200; 
7417001 - GoldLion - 1 - 0 - 1070 - hpp,200; crit,75; 
7417002 - GoldLion - 1 - 0 - 1070 - hpp,200; evade,75; 
7417003 - GoldLion - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7417004 - GoldLion - 1 - 0 - 400 - hpp,200; crit,75; 
7417005 - GoldLion - 1 - 0 - 400 - hpp,200; evade,75; 
7417006 - GoldLion - 1 - 0 - 400 - hpp,200; spectrans,100; 
7417007 - GoldLion - 1 - 0 - 90 - hpp,200; crit,75; 
7417008 - GoldLion - 1 - 0 - 90 - hpp,200; evade,75; 
7417009 - GoldLion - 1 - 0 - 90 - hpp,200; spectrans,100; 
9417001 - GoldLion(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9417002 - GoldLion(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9417003 - GoldLion(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
3021100 - BIT-Cannon - 1 - 600 - 300 - 
3021101 - BIT-Cannon(+1) - 1 - 4940 - 4940 - 
3021102 - BIT-Cannon(+2) - 1 - 4990 - 4990 - 
3021103 - BIT-Cannon(+3) - 1 - 5050 - 5050 - 
3021200 - Proc-Ray - 10 - 1500 - 750 - 
3021201 - Proc-Ray(+1) - 6 - 5200 - 5200 - 
3021202 - Proc-Ray(+2) - 7 - 5260 - 5260 - 
3021203 - Proc-Ray(+3) - 8 - 11720 - 11720 - 
3021300 - G60-Core-Blaster - 20 - 3000 - 1500 - 
3021301 - G60-Core-Blaster(+1) - 16 - 26470 - 26470 - 
3021302 - G60-Core-Blaster(+2) - 17 - 29570 - 16777215 - 
3021303 - G60-Core-Blaster(+3) - 18 - 31050 - 31050 - 
3021400 - PaletteGun - 30 - 8500 - 4250 - 
3021401 - PaletteGun(+1) - 26 - 49700 - 49700 - 
3021402 - PaletteGun(+2) - 27 - 53240 - 53240 - 
3021403 - PaletteGun(+3) - 28 - 59870 - 59870 - 
3021500 - LightningShot - 40 - 18000 - 9000 - 
3021501 - LightningShot(+1) - 36 - 84460 - 84460 - 
3021502 - LightningShot(+2) - 37 - 90440 - 90440 - 
3021503 - LightningShot(+3) - 38 - 94650 - 94650 - 
3021600 - HeloBlazer - 50 - 32000 - 16000 - 
3021601 - HeloBlazer(+1) - 46 - 103210 - 103210 - 
3021602 - HeloBlazer(+2) - 47 - 105100 - 105100 - 
3021603 - HeloBlazer(+3) - 48 - 107680 - 107680 - 
3021700 - AuraBlazer - 60 - 73500 - 36750 - 
3021701 - AuraBlazer(+1) - 56 - 112950 - 112950 - 
3021702 - AuraBlazer(+2) - 57 - 114630 - 114630 - 
3021703 - AuraBlazer(+3) - 58 - 116330 - 116330 - 
3021800 - Launcher - 70 - 90000 - 45000 - 
3021801 - Launcher(+1) - 66 - 120490 - 120490 - 
3021802 - Launcher(+2) - 67 - 123400 - 123400 - 
3021803 - Launcher(+3) - 68 - 128640 - 128640 - 
3021900 - PolarSpike - 80 - 120000 - 60000 - 
3021901 - PolarSpike(+1) - 76 - 133250 - 133250 - 
3021902 - PolarSpike(+2) - 77 - 134810 - 134810 - 
3021903 - PolarSpike(+3) - 78 - 136410 - 136410 - 
3022000 - ShockSpike - 90 - 199800 - 99900 - 
3022001 - ShockSpike(+1) - 86 - 144430 - 144430 - 
3022002 - ShockSpike(+2) - 87 - 151340 - 151340 - 
3022003 - ShockSpike(+3) - 88 - 153130 - 153130 - 
3022100 - Spirit - 1 - 0 - 0 - 
3022101 - Spirit - 1 - 0 - 180 - 
3022104 - Spirit - 1 - 0 - 150 - 
3022107 - Spirit(Drop) - 20 - 0 - 0 - 
3022200 - Honor - 1 - 0 - 0 - 
3022201 - Honor - 1 - 0 - 180 - 
3022204 - Honor - 1 - 0 - 150 - 
3022107 - Honor(Drop) - 20 - 0 - 0 - 
3022300 - Joy - 1 - 0 - 0 - 
3022301 - Joy - 1 - 0 - 230 - 
3022304 - Joy - 1 - 0 - 180 - 
3022107 - Joy(Drop) - 20 - 0 - 0 - 
3022400 - Light - 1 - 0 - 0 - 
3022401 - Light - 1 - 0 - 180 - 
3022404 - Light - 1 - 0 - 150 - 
3022107 - Light(Drop) - 20 - 0 - 0 - 
3022500 - Truth - 1 - 0 - 0 - 
3022501 - Truth - 1 - 0 - 180 - 
3022504 - Truth - 1 - 0 - 150 - 
3022107 - Truth(Drop) - 20 - 0 - 0 - 
3022600 - Justice - 1 - 0 - 0 - 
3022601 - Justice - 1 - 0 - 180 - 
3022604 - Justice - 1 - 0 - 150 - 
3022107 - Justice(Drop) - 20 - 0 - 0 - 
3022700 - 트라이앵글빔 - 1 - 1 - 1 - 
3022701 - 트라이앵글빔 - 1 - 0 - 180 - 
3022704 - 트라이앵글빔 - 1 - 0 - 150 - 
3022107 - 트라이앵글빔(Drop) - 20 - 0 - 0 - 
3022800 - DoubleBeam - 1 - 1 - 1 - 
3022801 - DoubleBeam - 1 - 0 - 230 - 
3022804 - DoubleBeam - 1 - 0 - 180 - 
3022107 - DoubleBeam(Drop) - 20 - 0 - 0 - 
3011100 - Bi-pad - 1 - 2000 - 1000 - hpp,24; 
3011101 - Bi-padCRT(+1) - 1 - 200 - 200 - hpp,24; crit,3; 
3011102 - Bi-padMIS(+1) - 1 - 300 - 300 - hpp,24; crit,13; 
3011103 - Bi-padBST(+1) - 1 - 600 - 600 - hpp,24; crit,38; 
3011104 - Bi-padCRT(+2) - 1 - 300 - 300 - hpp,24; evade,12; 
3011105 - Bi-padMIS(+2) - 1 - 400 - 400 - hpp,24; evade,18; 
3011106 - Bi-padBST(+2) - 1 - 500 - 500 - hpp,24; evade,33; 
3011107 - Bi-padCRT(+3) - 1 - 500 - 500 - hpp,24; spectrans,19; 
3011108 - Bi-padMIS(+3) - 1 - 500 - 500 - hpp,24; spectrans,25; 
3011109 - Bi-padBST(+3) - 1 - 800 - 800 - hpp,24; spectrans,40; 
3011200 - Bislider - 10 - 9100 - 4550 - hpp,43; 
3011201 - BisliderCRT(+1) - 6 - 500 - 500 - hpp,43; crit,15; 
3011202 - BisliderMIS(+1) - 6 - 600 - 600 - hpp,43; crit,25; 
3011203 - BisliderBST(+1) - 6 - 800 - 800 - hpp,43; crit,50; 
3011204 - BisliderCRT(+2) - 7 - 600 - 600 - hpp,43; evade,19; 
3011205 - BisliderMIS(+2) - 7 - 600 - 600 - hpp,43; evade,25; 
3011206 - BisliderBST(+2) - 7 - 800 - 800 - hpp,43; evade,40; 
3011207 - BisliderCRT(+3) - 8 - 1600 - 1600 - hpp,43; spectrans,26; 
3011208 - BisliderMIS(+3) - 8 - 1800 - 1800 - hpp,43; spectrans,32; 
3011209 - BisliderBST(+3) - 8 - 2300 - 2300 - hpp,43; spectrans,47; 
3011300 - Spike-Sat - 20 - 13900 - 6950 - hpp,62; 
3011301 - Spike-SatCRT(+1) - 16 - 3800 - 3800 - hpp,62; crit,28; 
3011302 - Spike-SatMIS(+1) - 16 - 4300 - 4300 - hpp,62; crit,38; 
3011303 - Spike-SatBST(+1) - 16 - 5400 - 5400 - hpp,62; crit,63; 
3011304 - Spike-SatCRT(+2) - 17 - 4300 - 4300 - hpp,62; evade,27; 
3011305 - Spike-SatMIS(+2) - 17 - 4600 - 4600 - hpp,62; evade,33; 
3011306 - Spike-SatBST(+2) - 17 - 5500 - 5500 - hpp,62; evade,48; 
3011307 - Spike-SatCRT(+3) - 18 - 5600 - 5600 - hpp,62; spectrans,34; 
3011308 - Spike-SatMIS(+3) - 18 - 6000 - 6000 - hpp,62; spectrans,40; 
3011309 - Spike-SatBST(+3) - 18 - 7100 - 7100 - hpp,62; spectrans,55; 
3011400 - Mini-Bit - 30 - 16000 - 8000 - hpp,81; 
3011401 - Mini-BitCRT(+1) - 26 - 9000 - 9000 - hpp,81; crit,40; 
3011402 - Mini-BitMIS(+1) - 26 - 9900 - 9900 - hpp,81; crit,50; 
3011403 - Mini-BitBST(+1) - 26 - 11900 - 11900 - hpp,81; crit,75; 
3011404 - Mini-BitCRT(+2) - 27 - 9400 - 9400 - hpp,81; evade,34; 
3011405 - Mini-BitMIS(+2) - 27 - 10000 - 10000 - hpp,81; evade,40; 
3011406 - Mini-BitBST(+2) - 27 - 11500 - 11500 - hpp,81; evade,55; 
3011407 - Mini-BitCRT(+3) - 28 - 12700 - 12700 - hpp,81; spectrans,41; 
3011408 - Mini-BitMIS(+3) - 28 - 13600 - 13600 - hpp,81; spectrans,47; 
3011409 - Mini-BitBST(+3) - 28 - 15700 - 15700 - hpp,81; spectrans,62; 
3011500 - Sat-Aux - 40 - 20500 - 10250 - hpp,100; 
3011501 - Sat-AuxCRT(+1) - 36 - 18300 - 18300 - hpp,100; crit,53; 
3011502 - Sat-AuxMIS(+1) - 36 - 19700 - 19700 - hpp,100; crit,63; 
3011503 - Sat-AuxBST(+1) - 36 - 23100 - 23100 - hpp,100; crit,88; 
3011504 - Sat-AuxCRT(+2) - 37 - 18800 - 18800 - hpp,100; evade,42; 
3011505 - Sat-AuxMIS(+2) - 37 - 19700 - 19700 - hpp,100; evade,48; 
3011506 - Sat-AuxBST(+2) - 37 - 21900 - 21900 - hpp,100; evade,63; 
3011507 - Sat-AuxCRT(+3) - 38 - 23000 - 23000 - hpp,100; spectrans,49; 
3011508 - Sat-AuxMIS(+3) - 38 - 24300 - 24300 - hpp,100; spectrans,55; 
3011509 - Sat-AuxBST(+3) - 38 - 27700 - 27700 - hpp,100; spectrans,70; 
3011600 - Orbiter - 50 - 22500 - 11250 - hpp,119; 
3011601 - OrbiterCRT(+1) - 46 - 25500 - 25500 - hpp,119; crit,65; 
3011602 - OrbiterMIS(+1) - 46 - 27000 - 27000 - hpp,119; crit,75; 
3011603 - OrbiterBST(+1) - 46 - 30800 - 30800 - hpp,119; crit,100; 
3011604 - OrbiterCRT(+2) - 47 - 24200 - 24200 - hpp,119; evade,49; 
3011605 - OrbiterMIS(+2) - 47 - 25200 - 25200 - hpp,119; evade,55; 
3011606 - OrbiterBST(+2) - 47 - 27700 - 27700 - hpp,119; evade,70; 
3011607 - OrbiterCRT(+3) - 48 - 28900 - 28900 - hpp,119; spectrans,56; 
3011608 - OrbiterMIS(+3) - 48 - 30300 - 30300 - hpp,119; spectrans,62; 
3011609 - OrbiterBST(+3) - 48 - 33700 - 33700 - hpp,119; spectrans,77; 
3011700 - Micro-Sat - 60 - 25000 - 12500 - hpp,138; 
3011701 - Micro-SatCRT(+1) - 56 - 30900 - 30900 - hpp,138; crit,78; 
3011702 - Micro-SatMIS(+1) - 56 - 32500 - 32500 - hpp,138; crit,88; 
3011703 - Micro-SatBST(+1) - 56 - 36200 - 36200 - hpp,138; crit,113; 
3011704 - Micro-SatCRT(+2) - 57 - 28700 - 28700 - hpp,138; evade,57; 
3011705 - Micro-SatMIS(+2) - 57 - 29700 - 29700 - hpp,138; evade,63; 
3011706 - Micro-SatBST(+2) - 57 - 32500 - 32500 - hpp,138; evade,78; 
3011707 - Micro-SatCRT(+3) - 58 - 33900 - 33900 - hpp,138; spectrans,64; 
3011708 - Micro-SatMIS(+3) - 58 - 35300 - 35300 - hpp,138; spectrans,70; 
3011709 - Micro-SatBST(+3) - 58 - 38600 - 38600 - hpp,138; spectrans,85; 
3011800 - Hi-Comm - 70 - 29000 - 14500 - hpp,157; 
3011801 - Hi-CommCRT(+1) - 66 - 35600 - 35600 - hpp,157; crit,90; 
3011802 - Hi-CommMIS(+1) - 66 - 37100 - 37100 - hpp,157; crit,100; 
3011803 - Hi-CommBST(+1) - 66 - 41100 - 41100 - hpp,157; crit,125; 
3011804 - Hi-CommCRT(+2) - 67 - 33200 - 33200 - hpp,157; evade,64; 
3011805 - Hi-CommMIS(+2) - 67 - 34200 - 34200 - hpp,157; evade,70; 
3011806 - Hi-CommBST(+2) - 67 - 36900 - 36900 - hpp,157; evade,85; 
3011807 - Hi-CommCRT(+3) - 68 - 39800 - 39800 - hpp,157; spectrans,71; 
3011808 - Hi-CommMIS(+3) - 68 - 41300 - 41300 - hpp,157; spectrans,77; 
3011809 - Hi-CommBST(+3) - 68 - 44900 - 44900 - hpp,157; spectrans,92; 
3011900 - Hover-Pad - 80 - 31000 - 15500 - hpp,176; 
3011901 - Hover-PadCRT(+1) - 76 - 41800 - 41800 - hpp,176; crit,103; 
3011902 - Hover-PadMIS(+1) - 76 - 43400 - 43400 - hpp,176; crit,113; 
3011903 - Hover-PadBST(+1) - 76 - 47700 - 47700 - hpp,176; crit,138; 
3011904 - Hover-PadCRT(+2) - 77 - 38400 - 38400 - hpp,176; evade,72; 
3011905 - Hover-PadMIS(+2) - 77 - 39500 - 39500 - hpp,176; evade,78; 
3011906 - Hover-PadBST(+2) - 77 - 42000 - 42000 - hpp,176; evade,93; 
3011907 - Hover-PadCRT(+3) - 78 - 44200 - 44200 - hpp,176; spectrans,79; 
3011908 - Hover-PadMIS(+3) - 78 - 45700 - 45700 - hpp,176; spectrans,85; 
3011909 - Hover-PadBST(+3) - 78 - 49600 - 49600 - hpp,176; spectrans,100; 
3012000 - Mozap - 90 - 39800 - 19900 - hpp,195; 
3012001 - MozapCRT(+1) - 86 - 49400 - 49400 - hpp,195; crit,115; 
3012002 - MozapMIS(+1) - 86 - 51100 - 51100 - hpp,195; crit,125; 
3012003 - MozapBST(+1) - 86 - 55400 - 55400 - hpp,195; crit,150; 
3012004 - MozapCRT(+2) - 87 - 44800 - 44800 - hpp,195; evade,79; 
3012005 - MozapMIS(+2) - 87 - 46000 - 46000 - hpp,195; evade,85; 
3012006 - MozapBST(+2) - 87 - 48900 - 48900 - hpp,195; evade,100; 
3012007 - MozapCRT(+3) - 88 - 51800 - 51800 - hpp,195; spectrans,86; 
3012008 - MozapMIS(+3) - 88 - 53300 - 53300 - hpp,195; spectrans,92; 
3012009 - MozapBST(+3) - 88 - 57200 - 57200 - hpp,195; spectrans,107; 
3011000 - Minibell - 1 - 1 - 160 - attmin,5; attmax,8; atttransmin,10; atttransmax,16; 
3014700 - 보름달 - 1 - 1 - 160 - hpp,100; spectrans,100; 
8010000 - 테스트캐쉬미니 - 1 - 1 - 1 - 
8010001 - 테스트캐쉬미니(대변공) - 1 - 1 - 1 - hpp,100; 
8010002 - 테스트캐쉬미니(대변방) - 1 - 1 - 1 - hpp,100; 
8010003 - 테스트캐쉬미니(모드전환) - 1 - 1 - 1 - hpp,100; 
8012200 - Waddy - 1 - 0 - 0 - hpp,100; 
8012201 - Waddy - 1 - 0 - 790 - hpp,100; 
8012202 - Waddy - 1 - 0 - 790 - hpp,100; 
8012203 - Waddy - 1 - 0 - 790 - hpp,100; 
8012204 - Waddy - 1 - 0 - 300 - hpp,100; 
8012205 - Waddy - 1 - 0 - 300 - hpp,100; 
8012206 - Waddy - 1 - 0 - 300 - hpp,100; 
8012207 - Waddy - 1 - 0 - 70 - hpp,100; 
8012208 - Waddy - 1 - 0 - 70 - hpp,100; 
8012209 - Waddy - 1 - 0 - 70 - hpp,100; 
9022201 - Waddy(Drop) - 25 - 0 - 0 - hpp,75; 
9022202 - Waddy(Drop) - 25 - 0 - 0 - hpp,75; 
9022203 - Waddy(Drop) - 25 - 0 - 0 - hpp,75; 
8012300 - Rascal - 1 - 0 - 0 - hpp,100; 
8012301 - Rascal - 1 - 0 - 790 - hpp,100; 
8012302 - Rascal - 1 - 0 - 790 - hpp,100; 
8012303 - Rascal - 1 - 0 - 790 - hpp,100; 
8012304 - Rascal - 1 - 0 - 300 - hpp,100; 
8012305 - Rascal - 1 - 0 - 300 - hpp,100; 
8012306 - Rascal - 1 - 0 - 300 - hpp,100; 
8012307 - Rascal - 1 - 0 - 70 - hpp,100; 
8012308 - Rascal - 1 - 0 - 70 - hpp,100; 
8012309 - Rascal - 1 - 0 - 70 - hpp,100; 
9022301 - Rascal(Drop) - 25 - 0 - 0 - hpp,75; 
9022302 - Rascal(Drop) - 25 - 0 - 0 - hpp,75; 
9022303 - Rascal(Drop) - 25 - 0 - 0 - hpp,75; 
8012400 - Crawlie - 1 - 0 - 0 - hpp,100; 
8012401 - Crawlie - 1 - 0 - 790 - hpp,100; 
8012402 - Crawlie - 1 - 0 - 790 - hpp,100; 
8012403 - Crawlie - 1 - 0 - 790 - hpp,100; 
8012404 - Crawlie - 1 - 0 - 300 - hpp,100; 
8012405 - Crawlie - 1 - 0 - 300 - hpp,100; 
8012406 - Crawlie - 1 - 0 - 300 - hpp,100; 
8012407 - Crawlie - 1 - 0 - 70 - hpp,100; 
8012408 - Crawlie - 1 - 0 - 70 - hpp,100; 
8012409 - Crawlie - 1 - 0 - 70 - hpp,100; 
9022401 - Crawlie(Drop) - 25 - 0 - 0 - hpp,75; 
9022402 - Crawlie(Drop) - 25 - 0 - 0 - hpp,75; 
9022403 - Crawlie(Drop) - 25 - 0 - 0 - hpp,75; 
8012600 - Lil-Stripe - 1 - 0 - 0 - hpp,100; 
8012601 - Lil-Stripe - 1 - 0 - 790 - hpp,100; 
8012602 - Lil-Stripe - 1 - 0 - 790 - hpp,100; 
8012603 - Lil-Stripe - 1 - 0 - 790 - hpp,100; 
8012604 - Lil-Stripe - 1 - 0 - 300 - hpp,100; 
8012605 - Lil-Stripe - 1 - 0 - 300 - hpp,100; 
8012606 - Lil-Stripe - 1 - 0 - 300 - hpp,100; 
8012607 - Lil-Stripe - 1 - 0 - 70 - hpp,100; 
8012608 - Lil-Stripe - 1 - 0 - 70 - hpp,100; 
8012609 - Lil-Stripe - 1 - 0 - 70 - hpp,100; 
9022601 - Lil-Strip(Drop) - 25 - 0 - 0 - hpp,75; 
9022602 - Lil-Strip(Drop) - 25 - 0 - 0 - hpp,75; 
9022603 - Lil-Strip(Drop) - 25 - 0 - 0 - hpp,75; 
8012700 - Puff - 1 - 0 - 0 - hpp,100; 
8012701 - Puff - 1 - 0 - 790 - hpp,100; 
8012702 - Puff - 1 - 0 - 790 - hpp,100; 
8012703 - Puff - 1 - 0 - 790 - hpp,100; 
8012704 - Puff - 1 - 0 - 300 - hpp,100; 
8012705 - Puff - 1 - 0 - 300 - hpp,100; 
8012706 - Puff - 1 - 0 - 300 - hpp,100; 
8012707 - Puff - 1 - 0 - 70 - hpp,100; 
8012708 - Puff - 1 - 0 - 70 - hpp,100; 
8012709 - Puff - 1 - 0 - 70 - hpp,100; 
9022701 - Puff(Drop) - 25 - 0 - 0 - hpp,75; 
9022702 - Puff(Drop) - 25 - 0 - 0 - hpp,75; 
9022703 - Puff(Drop) - 25 - 0 - 0 - hpp,75; 
8012800 - Brat - 1 - 0 - 0 - hpp,100; 
8012801 - Brat - 1 - 0 - 790 - hpp,100; 
8012802 - Brat - 1 - 0 - 790 - hpp,100; 
8012803 - Brat - 1 - 0 - 790 - hpp,100; 
8012804 - Brat - 1 - 0 - 300 - hpp,100; 
8012805 - Brat - 1 - 0 - 300 - hpp,100; 
8012806 - Brat - 1 - 0 - 300 - hpp,100; 
8012807 - Brat - 1 - 0 - 70 - hpp,100; 
8012808 - Brat - 1 - 0 - 70 - hpp,100; 
8012809 - Brat - 1 - 0 - 70 - hpp,100; 
9022801 - Brat(Drop) - 25 - 0 - 0 - hpp,75; 
9022802 - Brat(Drop) - 25 - 0 - 0 - hpp,75; 
9022803 - Brat(Drop) - 25 - 0 - 0 - hpp,75; 
8012900 - Dab - 1 - 0 - 0 - hpp,100; 
8012901 - Dab - 1 - 0 - 790 - hpp,100; 
8012902 - Dab - 1 - 0 - 790 - hpp,100; 
8012903 - Dab - 1 - 0 - 790 - hpp,100; 
8012904 - Dab - 1 - 0 - 300 - hpp,100; 
8012905 - Dab - 1 - 0 - 300 - hpp,100; 
8012906 - Dab - 1 - 0 - 300 - hpp,100; 
8012907 - Dab - 1 - 0 - 70 - hpp,100; 
8012908 - Dab - 1 - 0 - 70 - hpp,100; 
8012909 - Dab - 1 - 0 - 70 - hpp,100; 
9022901 - Dab(Drop) - 25 - 0 - 0 - hpp,75; 
9022902 - Dab(Drop) - 25 - 0 - 0 - hpp,75; 
9022903 - Dab(Drop) - 25 - 0 - 0 - hpp,75; 
8013000 - Bully - 1 - 0 - 0 - hpp,100; 
8013001 - Bully - 1 - 0 - 790 - hpp,100; 
8013002 - Bully - 1 - 0 - 790 - hpp,100; 
8013003 - Bully - 1 - 0 - 790 - hpp,100; 
8013004 - Bully - 1 - 0 - 300 - hpp,100; 
8013005 - Bully - 1 - 0 - 300 - hpp,100; 
8013006 - Bully - 1 - 0 - 300 - hpp,100; 
8013007 - Bully - 1 - 0 - 70 - hpp,100; 
8013008 - Bully - 1 - 0 - 70 - hpp,100; 
8013009 - Bully - 1 - 0 - 70 - hpp,100; 
9023001 - Bully(Drop) - 25 - 0 - 0 - hpp,75; 
9023002 - Bully(Drop) - 25 - 0 - 0 - hpp,75; 
9023003 - Bully(Drop) - 25 - 0 - 0 - hpp,75; 
8013100 - Nibbler - 1 - 0 - 0 - hpp,100; 
8013101 - Nibbler - 1 - 0 - 790 - hpp,100; 
8013102 - Nibbler - 1 - 0 - 790 - hpp,100; 
8013103 - Nibbler - 1 - 0 - 790 - hpp,100; 
8013104 - Nibbler - 1 - 0 - 300 - hpp,100; 
8013105 - Nibbler - 1 - 0 - 300 - hpp,100; 
8013106 - Nibbler - 1 - 0 - 300 - hpp,100; 
8013107 - Nibbler - 1 - 0 - 70 - hpp,100; 
8013108 - Nibbler - 1 - 0 - 70 - hpp,100; 
8013109 - Nibbler - 1 - 0 - 70 - hpp,100; 
9023101 - Nibbler(Drop) - 25 - 0 - 0 - hpp,75; 
9023102 - Nibbler(Drop) - 25 - 0 - 0 - hpp,75; 
9023103 - Nibbler(Drop) - 25 - 0 - 0 - hpp,75; 
8013200 - 팬더쥬니어 - 1 - 0 - 0 - hpp,100; 
8013201 - 팬더쥬니어 - 1 - 0 - 640 - hpp,100; 
8013202 - 팬더쥬니어 - 1 - 0 - 640 - hpp,100; 
8013203 - 팬더쥬니어 - 1 - 0 - 640 - hpp,100; 
8013204 - 팬더쥬니어 - 1 - 0 - 300 - hpp,100; 
8013205 - 팬더쥬니어 - 1 - 0 - 300 - hpp,100; 
8013206 - 팬더쥬니어 - 1 - 0 - 300 - hpp,100; 
8013207 - 팬더쥬니어 - 1 - 0 - 70 - hpp,100; 
8013208 - 팬더쥬니어 - 1 - 0 - 70 - hpp,100; 
8013209 - 팬더쥬니어 - 1 - 0 - 70 - hpp,100; 
9023201 - 팬더쥬니어(Drop) - 25 - 0 - 0 - hpp,75; 
9023202 - 팬더쥬니어(Drop) - 25 - 0 - 0 - hpp,75; 
9023203 - 팬더쥬니어(Drop) - 25 - 0 - 0 - hpp,75; 
8013300 - Beaker - 1 - 0 - 0 - hpp,100; 
8013301 - Beaker - 1 - 0 - 790 - hpp,100; 
8013302 - Beaker - 1 - 0 - 790 - hpp,100; 
8013303 - Beaker - 1 - 0 - 790 - hpp,100; 
8013304 - Beaker - 1 - 0 - 300 - hpp,100; 
8013305 - Beaker - 1 - 0 - 300 - hpp,100; 
8013306 - Beaker - 1 - 0 - 300 - hpp,100; 
8013307 - Beaker - 1 - 0 - 70 - hpp,100; 
8013308 - Beaker - 1 - 0 - 70 - hpp,100; 
8013309 - Beaker - 1 - 0 - 70 - hpp,100; 
9023301 - Beaker(Drop) - 25 - 0 - 0 - hpp,75; 
9023302 - Beaker(Drop) - 25 - 0 - 0 - hpp,75; 
9023303 - Beaker(Drop) - 25 - 0 - 0 - hpp,75; 
8013400 - Pokey - 1 - 0 - 0 - hpp,100; 
8013401 - Pokey - 1 - 0 - 790 - hpp,100; 
8013402 - Pokey - 1 - 0 - 790 - hpp,100; 
8013403 - Pokey - 1 - 0 - 790 - hpp,100; 
8013404 - Pokey - 1 - 0 - 300 - hpp,100; 
8013405 - Pokey - 1 - 0 - 300 - hpp,100; 
8013406 - Pokey - 1 - 0 - 300 - hpp,100; 
8013407 - Pokey - 1 - 0 - 70 - hpp,100; 
8013408 - Pokey - 1 - 0 - 70 - hpp,100; 
8013409 - Pokey - 1 - 0 - 70 - hpp,100; 
9023401 - Pokey(Drop) - 25 - 0 - 0 - hpp,75; 
9023402 - Pokey(Drop) - 25 - 0 - 0 - hpp,75; 
9023403 - Pokey(Drop) - 25 - 0 - 0 - hpp,75; 
8013700 - Lil-Spartan - 1 - 0 - 0 - hpp,100; 
8013701 - Lil-Spartan - 1 - 0 - 790 - hpp,100; 
8013702 - Lil-Spartan - 1 - 0 - 790 - hpp,100; 
8013703 - Lil-Spartan - 1 - 0 - 790 - hpp,100; 
8013704 - Lil-Spartan - 1 - 0 - 300 - hpp,100; 
8013705 - Lil-Spartan - 1 - 0 - 300 - hpp,100; 
8013706 - Lil-Spartan - 1 - 0 - 300 - hpp,100; 
8013707 - Lil-Spartan - 1 - 0 - 70 - hpp,100; 
8013708 - Lil-Spartan - 1 - 0 - 70 - hpp,100; 
8013709 - Lil-Spartan - 1 - 0 - 70 - hpp,100; 
9023701 - Lil-Spartan(Drop) - 25 - 0 - 0 - hpp,75; 
9023702 - Lil-Spartan(Drop) - 25 - 0 - 0 - hpp,75; 
9023703 - Lil-Spartan(Drop) - 25 - 0 - 0 - hpp,75; 
8013800 - Lance - 1 - 0 - 0 - hpp,100; 
8013801 - Lance - 1 - 0 - 790 - hpp,100; 
8013802 - Lance - 1 - 0 - 790 - hpp,100; 
8013803 - Lance - 1 - 0 - 790 - hpp,100; 
8013804 - Lance - 1 - 0 - 300 - hpp,100; 
8013805 - Lance - 1 - 0 - 300 - hpp,100; 
8013806 - Lance - 1 - 0 - 300 - hpp,100; 
8013807 - Lance - 1 - 0 - 70 - hpp,100; 
8013808 - Lance - 1 - 0 - 70 - hpp,100; 
8013809 - Lance - 1 - 0 - 70 - hpp,100; 
